"SegID" "Time" "SensorID" "LaneID" "Counts" "screenLineSegmet"
"5342" 63300 "625" "534201" NA "ERP18A"
"5342" 63300 "625" "534202" NA "ERP18A"
"5342" 63300 "625" "534203" NA "ERP18A"
"5342" 63600 "625" "534200" NA "ERP18A"
"5342" 63600 "625" "534201" NA "ERP18A"
"5342" 63600 "625" "534202" NA "ERP18A"
"5342" 63600 "625" "534203" NA "ERP18A"
"5342" 63900 "625" "534200" NA "ERP18A"
"5342" 63900 "625" "534201" NA "ERP18A"
"5342" 63900 "625" "534202" NA "ERP18A"
"5342" 63900 "625" "534203" NA "ERP18A"
"5342" 64200 "625" "534200" NA "ERP18A"
"5342" 64200 "625" "534201" NA "ERP18A"
"5342" 64200 "625" "534202" NA "ERP18A"
"5342" 64200 "625" "534203" NA "ERP18A"
"5342" 64500 "625" "534200" NA "ERP18A"
"5342" 64500 "625" "534201" NA "ERP18A"
"5342" 64500 "625" "534202" NA "ERP18A"
"5342" 64500 "625" "534203" NA "ERP18A"
"5342" 64800 "625" "534200" NA "ERP18A"
"5342" 64800 "625" "534201" NA "ERP18A"
"5342" 64800 "625" "534202" NA "ERP18A"
"5342" 64800 "625" "534203" NA "ERP18A"
"5342" 65100 "625" "534200" NA "ERP18A"
"5342" 65100 "625" "534201" NA "ERP18A"
"5342" 65100 "625" "534202" NA "ERP18A"
"5342" 65100 "625" "534203" NA "ERP18A"
"5342" 65400 "625" "534200" NA "ERP18A"
"5342" 65400 "625" "534201" NA "ERP18A"
"5342" 65400 "625" "534202" NA "ERP18A"
"5342" 65400 "625" "534203" NA "ERP18A"
"5342" 65700 "625" "534200" NA "ERP18A"
"5342" 65700 "625" "534201" NA "ERP18A"
"5342" 65700 "625" "534202" NA "ERP18A"
"5342" 65700 "625" "534203" NA "ERP18A"
"5342" 66000 "625" "534200" NA "ERP18A"
"5342" 66000 "625" "534201" NA "ERP18A"
"5342" 66000 "625" "534202" NA "ERP18A"
"5342" 66000 "625" "534203" NA "ERP18A"
"5342" 66300 "625" "534200" NA "ERP18A"
"5342" 66300 "625" "534201" NA "ERP18A"
"5342" 66300 "625" "534202" NA "ERP18A"
"5342" 66300 "625" "534203" NA "ERP18A"
"5342" 66600 "625" "534200" NA "ERP18A"
"5342" 66600 "625" "534201" NA "ERP18A"
"5342" 66600 "625" "534202" NA "ERP18A"
"5342" 66600 "625" "534203" NA "ERP18A"
"5342" 66900 "625" "534200" NA "ERP18A"
"5342" 66900 "625" "534201" NA "ERP18A"
"5342" 66900 "625" "534202" NA "ERP18A"
"5342" 66900 "625" "534203" NA "ERP18A"
"5342" 67200 "625" "534200" NA "ERP18A"
"5342" 67200 "625" "534201" NA "ERP18A"
"5342" 67200 "625" "534202" NA "ERP18A"
"5342" 67200 "625" "534203" NA "ERP18A"
"5342" 67500 "625" "534200" NA "ERP18A"
"5342" 67500 "625" "534201" NA "ERP18A"
"5342" 67500 "625" "534202" NA "ERP18A"
"5342" 67500 "625" "534203" NA "ERP18A"
"5342" 67800 "625" "534200" NA "ERP18A"
"5342" 67800 "625" "534201" NA "ERP18A"
"5342" 67800 "625" "534202" NA "ERP18A"
"5342" 67800 "625" "534203" NA "ERP18A"
"5342" 68100 "625" "534200" NA "ERP18A"
"5342" 68100 "625" "534201" NA "ERP18A"
"5342" 68100 "625" "534202" NA "ERP18A"
"5342" 68100 "625" "534203" NA "ERP18A"
"5342" 68400 "625" "534200" NA "ERP18A"
"5342" 68400 "625" "534201" NA "ERP18A"
"5342" 68400 "625" "534202" NA "ERP18A"
"5342" 68400 "625" "534203" NA "ERP18A"
"5342" 68700 "625" "534200" NA "ERP18A"
"5342" 68700 "625" "534201" NA "ERP18A"
"5342" 68700 "625" "534202" NA "ERP18A"
"5342" 68700 "625" "534203" NA "ERP18A"
"5342" 69000 "625" "534200" NA "ERP18A"
"5342" 69000 "625" "534201" NA "ERP18A"
"5342" 69000 "625" "534202" NA "ERP18A"
"5342" 69000 "625" "534203" NA "ERP18A"
"5342" 69300 "625" "534200" NA "ERP18A"
"5342" 69300 "625" "534201" NA "ERP18A"
"5342" 69300 "625" "534202" NA "ERP18A"
"5342" 69300 "625" "534203" NA "ERP18A"
"5342" 69600 "625" "534200" NA "ERP18A"
"5342" 69600 "625" "534201" NA "ERP18A"
"5342" 69600 "625" "534202" NA "ERP18A"
"5342" 69600 "625" "534203" NA "ERP18A"
"5342" 69900 "625" "534200" NA "ERP18A"
"5342" 69900 "625" "534201" NA "ERP18A"
"5342" 69900 "625" "534202" NA "ERP18A"
"5342" 69900 "625" "534203" NA "ERP18A"
"5368" 63000 "105" "536800" 5 "S21A"
"5368" 63000 "105" "536801" 6 "S21A"
"5368" 63000 "105" "536802" 2 "S21A"
"5368" 63000 "105" "536800" 5 "S21A"
"5368" 63000 "105" "536801" 6 "S21A"
"5368" 63000 "105" "536802" 2 "S21A"
"5368" 63300 "105" "536800" 4 "S21A"
"5368" 63300 "105" "536801" 6 "S21A"
"5368" 63300 "105" "536802" 3 "S21A"
"5368" 63600 "105" "536800" 5 "S21A"
"5368" 63600 "105" "536801" 8 "S21A"
"5368" 63600 "105" "536802" 5 "S21A"
"5368" 63900 "105" "536800" 4 "S21A"
"5368" 63900 "105" "536801" 9 "S21A"
"5368" 63900 "105" "536802" 9 "S21A"
"5368" 64200 "105" "536800" 1 "S21A"
"5368" 64200 "105" "536801" 9 "S21A"
"5368" 64200 "105" "536802" 5 "S21A"
"5368" 64500 "105" "536800" 2 "S21A"
"5368" 64500 "105" "536801" 3 "S21A"
"5368" 64500 "105" "536802" 9 "S21A"
"5368" 64800 "105" "536800" 5 "S21A"
"5368" 64800 "105" "536801" 13 "S21A"
"5368" 64800 "105" "536802" 9 "S21A"
"5368" 65100 "105" "536800" 4 "S21A"
"5368" 65100 "105" "536801" 7 "S21A"
"5368" 65100 "105" "536802" 6 "S21A"
"5368" 65400 "105" "536800" 4 "S21A"
"5368" 65400 "105" "536801" 8 "S21A"
"5368" 65400 "105" "536802" 5 "S21A"
"5368" 65700 "105" "536800" 3 "S21A"
"5368" 65700 "105" "536801" 6 "S21A"
"5368" 65700 "105" "536802" 2 "S21A"
"5368" 66000 "105" "536800" 6 "S21A"
"5368" 66000 "105" "536801" 4 "S21A"
"5368" 66000 "105" "536802" 5 "S21A"
"5368" 66300 "105" "536800" 5 "S21A"
"5368" 66300 "105" "536801" 10 "S21A"
"5368" 66300 "105" "536802" 7 "S21A"
"5368" 66600 "105" "536800" 5 "S21A"
"5368" 66600 "105" "536801" 11 "S21A"
"5368" 66600 "105" "536802" 10 "S21A"
"5368" 66900 "105" "536800" 5 "S21A"
"5368" 66900 "105" "536801" 9 "S21A"
"5368" 66900 "105" "536802" 11 "S21A"
"5368" 67200 "105" "536800" 4 "S21A"
"5368" 67200 "105" "536801" 5 "S21A"
"5368" 67200 "105" "536802" 5 "S21A"
"5368" 67500 "105" "536800" 3 "S21A"
"5368" 67500 "105" "536801" 7 "S21A"
"5368" 67500 "105" "536802" 8 "S21A"
"5368" 67800 "105" "536800" 2 "S21A"
"5368" 67800 "105" "536801" 10 "S21A"
"5368" 67800 "105" "536802" 7 "S21A"
"5368" 68100 "105" "536800" 4 "S21A"
"5368" 68100 "105" "536801" 5 "S21A"
"5368" 68100 "105" "536802" 7 "S21A"
"5368" 68400 "105" "536800" 3 "S21A"
"5368" 68400 "105" "536801" 7 "S21A"
"5368" 68400 "105" "536802" 4 "S21A"
"5368" 68700 "105" "536800" 7 "S21A"
"5368" 68700 "105" "536801" 8 "S21A"
"5368" 68700 "105" "536802" 6 "S21A"
"5368" 69000 "105" "536800" 3 "S21A"
"5368" 69000 "105" "536801" 6 "S21A"
"5368" 69000 "105" "536802" 7 "S21A"
"5368" 69300 "105" "536800" 4 "S21A"
"5368" 69300 "105" "536801" 9 "S21A"
"5368" 69300 "105" "536802" 7 "S21A"
"5368" 69600 "105" "536800" 5 "S21A"
"5368" 69600 "105" "536801" 7 "S21A"
"5368" 69600 "105" "536802" 7 "S21A"
"5368" 69900 "105" "536800" 6 "S21A"
"5368" 69900 "105" "536801" 10 "S21A"
"5368" 69900 "105" "536802" 11 "S21A"
"5873" 63000 "733" "587300" 6 "136A"
"5873" 63000 "733" "587301" NA "136A"
"5873" 63000 "733" "587302" NA "136A"
"5873" 63000 "733" "587300" 6 "136A"
"5873" 63000 "733" "587301" NA "136A"
"5873" 63000 "733" "587302" NA "136A"
"5873" 63300 "733" "587300" 4 "136A"
"5873" 63300 "733" "587301" NA "136A"
"5873" 63300 "733" "587302" NA "136A"
"5873" 63600 "733" "587300" 5 "136A"
"5873" 63600 "733" "587301" NA "136A"
"5873" 63600 "733" "587302" NA "136A"
"5873" 63900 "733" "587300" 6 "136A"
"5873" 63900 "733" "587301" NA "136A"
"5873" 63900 "733" "587302" NA "136A"
"5873" 64200 "733" "587300" 2 "136A"
"5873" 64200 "733" "587301" NA "136A"
"5873" 64200 "733" "587302" NA "136A"
"5873" 64500 "733" "587300" 3 "136A"
"5873" 64500 "733" "587301" NA "136A"
"5873" 64500 "733" "587302" NA "136A"
"5873" 64800 "733" "587300" 7 "136A"
"5873" 64800 "733" "587301" NA "136A"
"5873" 64800 "733" "587302" NA "136A"
"5873" 65100 "733" "587300" 3 "136A"
"5873" 65100 "733" "587301" NA "136A"
"5873" 65100 "733" "587302" NA "136A"
"5873" 65400 "733" "587300" 6 "136A"
"5873" 65400 "733" "587301" NA "136A"
"5873" 65400 "733" "587302" NA "136A"
"5873" 65700 "733" "587300" 4 "136A"
"5873" 65700 "733" "587301" NA "136A"
"5873" 65700 "733" "587302" NA "136A"
"5873" 66000 "733" "587300" 6 "136A"
"5873" 66000 "733" "587301" NA "136A"
"5873" 66000 "733" "587302" NA "136A"
"5873" 66300 "733" "587300" 8 "136A"
"5873" 66300 "733" "587301" NA "136A"
"5873" 66300 "733" "587302" NA "136A"
"5873" 66600 "733" "587300" 4 "136A"
"5873" 66600 "733" "587301" NA "136A"
"5873" 66600 "733" "587302" NA "136A"
"5873" 66900 "733" "587300" 3 "136A"
"5873" 66900 "733" "587301" NA "136A"
"5873" 66900 "733" "587302" NA "136A"
"5873" 67200 "733" "587300" 6 "136A"
"5873" 67200 "733" "587301" NA "136A"
"5873" 67200 "733" "587302" NA "136A"
"5873" 67500 "733" "587300" 7 "136A"
"5873" 67500 "733" "587301" NA "136A"
"5873" 67500 "733" "587302" NA "136A"
"5873" 67800 "733" "587300" 3 "136A"
"5873" 67800 "733" "587301" NA "136A"
"5873" 67800 "733" "587302" NA "136A"
"5873" 68100 "733" "587300" 6 "136A"
"5873" 68100 "733" "587301" NA "136A"
"5873" 68100 "733" "587302" NA "136A"
"5873" 68400 "733" "587300" 5 "136A"
"5873" 68400 "733" "587301" NA "136A"
"5873" 68400 "733" "587302" NA "136A"
"5873" 68700 "733" "587300" 6 "136A"
"5873" 68700 "733" "587301" NA "136A"
"5873" 68700 "733" "587302" NA "136A"
"5873" 69000 "733" "587300" 4 "136A"
"5873" 69000 "733" "587301" NA "136A"
"5873" 69000 "733" "587302" NA "136A"
"5873" 69300 "733" "587300" 4 "136A"
"5873" 69300 "733" "587301" NA "136A"
"5873" 69300 "733" "587302" NA "136A"
"5873" 69600 "733" "587300" 3 "136A"
"5873" 69600 "733" "587301" NA "136A"
"5873" 69600 "733" "587302" NA "136A"
"5873" 69900 "733" "587300" 5 "136A"
"5873" 69900 "733" "587301" NA "136A"
"5873" 69900 "733" "587302" NA "136A"
"6236" 63000 "609" "623600" 3 "S39A"
"6236" 63000 "609" "623601" 0 "S39A"
"6236" 63000 "609" "623602" 0 "S39A"
"6236" 63000 "609" "623603" 7 "S39A"
"6236" 63000 "609" "623600" 3 "S39A"
"6236" 63000 "609" "623601" 0 "S39A"
"6236" 63000 "609" "623602" 0 "S39A"
"6236" 63000 "609" "623603" 7 "S39A"
"6236" 63300 "609" "623600" 7 "S39A"
"6236" 63300 "609" "623601" 0 "S39A"
"6236" 63300 "609" "623602" 0 "S39A"
"6236" 63300 "609" "623603" 4 "S39A"
"6236" 63600 "609" "623600" 7 "S39A"
"6236" 63600 "609" "623601" 0 "S39A"
"6236" 63600 "609" "623602" 0 "S39A"
"6236" 63600 "609" "623603" 5 "S39A"
"6236" 63900 "609" "623600" 9 "S39A"
"6236" 63900 "609" "623601" 0 "S39A"
"6236" 63900 "609" "623602" 0 "S39A"
"6236" 63900 "609" "623603" 3 "S39A"
"6236" 64200 "609" "623600" 7 "S39A"
"6236" 64200 "609" "623601" 0 "S39A"
"6236" 64200 "609" "623602" 0 "S39A"
"6236" 64200 "609" "623603" 4 "S39A"
"6236" 64500 "609" "623600" 2 "S39A"
"6236" 64500 "609" "623601" 0 "S39A"
"6236" 64500 "609" "623602" 0 "S39A"
"6236" 64500 "609" "623603" 3 "S39A"
"6236" 64800 "609" "623600" 4 "S39A"
"6236" 64800 "609" "623601" 0 "S39A"
"6236" 64800 "609" "623602" 0 "S39A"
"6236" 64800 "609" "623603" 4 "S39A"
"6236" 65100 "609" "623600" 6 "S39A"
"6236" 65100 "609" "623601" 0 "S39A"
"6236" 65100 "609" "623602" 0 "S39A"
"6236" 65100 "609" "623603" 5 "S39A"
"6236" 65400 "609" "623600" 8 "S39A"
"6236" 65400 "609" "623601" 0 "S39A"
"6236" 65400 "609" "623602" 0 "S39A"
"6236" 65400 "609" "623603" 4 "S39A"
"6236" 65700 "609" "623600" 7 "S39A"
"6236" 65700 "609" "623601" 0 "S39A"
"6236" 65700 "609" "623602" 0 "S39A"
"6236" 65700 "609" "623603" 2 "S39A"
"6236" 66000 "609" "623600" 6 "S39A"
"6236" 66000 "609" "623601" 0 "S39A"
"6236" 66000 "609" "623602" 0 "S39A"
"6236" 66000 "609" "623603" 5 "S39A"
"6236" 66300 "609" "623600" 8 "S39A"
"6236" 66300 "609" "623601" 0 "S39A"
"6236" 66300 "609" "623602" 0 "S39A"
"6236" 66300 "609" "623603" 5 "S39A"
"6236" 66600 "609" "623600" 6 "S39A"
"6236" 66600 "609" "623601" 0 "S39A"
"6236" 66600 "609" "623602" 0 "S39A"
"6236" 66600 "609" "623603" 2 "S39A"
"6236" 66900 "609" "623600" 6 "S39A"
"6236" 66900 "609" "623601" 0 "S39A"
"6236" 66900 "609" "623602" 0 "S39A"
"6236" 66900 "609" "623603" 5 "S39A"
"6236" 67200 "609" "623600" 4 "S39A"
"6236" 67200 "609" "623601" 0 "S39A"
"6236" 67200 "609" "623602" 0 "S39A"
"6236" 67200 "609" "623603" 1 "S39A"
"6236" 67500 "609" "623600" 6 "S39A"
"6236" 67500 "609" "623601" 0 "S39A"
"6236" 67500 "609" "623602" 0 "S39A"
"6236" 67500 "609" "623603" 2 "S39A"
"6236" 67800 "609" "623600" 3 "S39A"
"6236" 67800 "609" "623601" 0 "S39A"
"6236" 67800 "609" "623602" 0 "S39A"
"6236" 67800 "609" "623603" 5 "S39A"
"6236" 68100 "609" "623600" 4 "S39A"
"6236" 68100 "609" "623601" 0 "S39A"
"6236" 68100 "609" "623602" 0 "S39A"
"6236" 68100 "609" "623603" 5 "S39A"
"6236" 68400 "609" "623600" 4 "S39A"
"6236" 68400 "609" "623601" 0 "S39A"
"6236" 68400 "609" "623602" 0 "S39A"
"6236" 68400 "609" "623603" 5 "S39A"
"6236" 68700 "609" "623600" 3 "S39A"
"6236" 68700 "609" "623601" 0 "S39A"
"6236" 68700 "609" "623602" 0 "S39A"
"6236" 68700 "609" "623603" 2 "S39A"
"6236" 69000 "609" "623600" 5 "S39A"
"6236" 69000 "609" "623601" 0 "S39A"
"6236" 69000 "609" "623602" 0 "S39A"
"6236" 69000 "609" "623603" 4 "S39A"
"6236" 69300 "609" "623600" 2 "S39A"
"6236" 69300 "609" "623601" 0 "S39A"
"6236" 69300 "609" "623602" 0 "S39A"
"6236" 69300 "609" "623603" 3 "S39A"
"6236" 69600 "609" "623600" 7 "S39A"
"6236" 69600 "609" "623601" 0 "S39A"
"6236" 69600 "609" "623602" 0 "S39A"
"6236" 69600 "609" "623603" 2 "S39A"
"6236" 69900 "609" "623600" 6 "S39A"
"6236" 69900 "609" "623601" 0 "S39A"
"6236" 69900 "609" "623602" 0 "S39A"
"6236" 69900 "609" "623603" 6 "S39A"
"7036" 63000 "603" "703600" 41 "S42A"
"7036" 63000 "603" "703601" 38 "S42A"
"7036" 63000 "603" "703602" 0 "S42A"
"7036" 63000 "603" "703603" 0 "S42A"
"7036" 63000 "603" "703600" 41 "S42A"
"7036" 63000 "603" "703601" 38 "S42A"
"7036" 63000 "603" "703602" 0 "S42A"
"7036" 63000 "603" "703603" 0 "S42A"
"7036" 63300 "603" "703600" 50 "S42A"
"7036" 63300 "603" "703601" 48 "S42A"
"7036" 63300 "603" "703602" 0 "S42A"
"7036" 63300 "603" "703603" 0 "S42A"
"7036" 63600 "603" "703600" 43 "S42A"
"7036" 63600 "603" "703601" 35 "S42A"
"7036" 63600 "603" "703602" 0 "S42A"
"7036" 63600 "603" "703603" 0 "S42A"
"7036" 63900 "603" "703600" 44 "S42A"
"7036" 63900 "603" "703601" 55 "S42A"
"7036" 63900 "603" "703602" 0 "S42A"
"7036" 63900 "603" "703603" 0 "S42A"
"7036" 64200 "603" "703600" 45 "S42A"
"7036" 64200 "603" "703601" 43 "S42A"
"7036" 64200 "603" "703602" 0 "S42A"
"7036" 64200 "603" "703603" 0 "S42A"
"7036" 64500 "603" "703600" 38 "S42A"
"7036" 64500 "603" "703601" 40 "S42A"
"7036" 64500 "603" "703602" 0 "S42A"
"7036" 64500 "603" "703603" 0 "S42A"
"7036" 64800 "603" "703600" 60 "S42A"
"7036" 64800 "603" "703601" 53 "S42A"
"7036" 64800 "603" "703602" 0 "S42A"
"7036" 64800 "603" "703603" 0 "S42A"
"7036" 65100 "603" "703600" 50 "S42A"
"7036" 65100 "603" "703601" 48 "S42A"
"7036" 65100 "603" "703602" 0 "S42A"
"7036" 65100 "603" "703603" 0 "S42A"
"7036" 65400 "603" "703600" 37 "S42A"
"7036" 65400 "603" "703601" 36 "S42A"
"7036" 65400 "603" "703602" 0 "S42A"
"7036" 65400 "603" "703603" 0 "S42A"
"7036" 65700 "603" "703600" 38 "S42A"
"7036" 65700 "603" "703601" 29 "S42A"
"7036" 65700 "603" "703602" 0 "S42A"
"7036" 65700 "603" "703603" 0 "S42A"
"7036" 66000 "603" "703600" 8 "S42A"
"7036" 66000 "603" "703601" 35 "S42A"
"7036" 66000 "603" "703602" 0 "S42A"
"7036" 66000 "603" "703603" 0 "S42A"
"7036" 66300 "603" "703600" 55 "S42A"
"7036" 66300 "603" "703601" 53 "S42A"
"7036" 66300 "603" "703602" 0 "S42A"
"7036" 66300 "603" "703603" 0 "S42A"
"7036" 66600 "603" "703600" 60 "S42A"
"7036" 66600 "603" "703601" 55 "S42A"
"7036" 66600 "603" "703602" 0 "S42A"
"7036" 66600 "603" "703603" 0 "S42A"
"7036" 66900 "603" "703600" 36 "S42A"
"7036" 66900 "603" "703601" 30 "S42A"
"7036" 66900 "603" "703602" 0 "S42A"
"7036" 66900 "603" "703603" 0 "S42A"
"7036" 67200 "603" "703600" 40 "S42A"
"7036" 67200 "603" "703601" 37 "S42A"
"7036" 67200 "603" "703602" 0 "S42A"
"7036" 67200 "603" "703603" 0 "S42A"
"7036" 67500 "603" "703600" 38 "S42A"
"7036" 67500 "603" "703601" 40 "S42A"
"7036" 67500 "603" "703602" 0 "S42A"
"7036" 67500 "603" "703603" 0 "S42A"
"7036" 67800 "603" "703600" 53 "S42A"
"7036" 67800 "603" "703601" 53 "S42A"
"7036" 67800 "603" "703602" 0 "S42A"
"7036" 67800 "603" "703603" 0 "S42A"
"7036" 68100 "603" "703600" 35 "S42A"
"7036" 68100 "603" "703601" 23 "S42A"
"7036" 68100 "603" "703602" 0 "S42A"
"7036" 68100 "603" "703603" 0 "S42A"
"7036" 68400 "603" "703600" 35 "S42A"
"7036" 68400 "603" "703601" 36 "S42A"
"7036" 68400 "603" "703602" 0 "S42A"
"7036" 68400 "603" "703603" 0 "S42A"
"7036" 68700 "603" "703600" 59 "S42A"
"7036" 68700 "603" "703601" 41 "S42A"
"7036" 68700 "603" "703602" 0 "S42A"
"7036" 68700 "603" "703603" 0 "S42A"
"7036" 69000 "603" "703600" 51 "S42A"
"7036" 69000 "603" "703601" 33 "S42A"
"7036" 69000 "603" "703602" 0 "S42A"
"7036" 69000 "603" "703603" 0 "S42A"
"7036" 69300 "603" "703600" 35 "S42A"
"7036" 69300 "603" "703601" 29 "S42A"
"7036" 69300 "603" "703602" 0 "S42A"
"7036" 69300 "603" "703603" 0 "S42A"
"7036" 69600 "603" "703600" 45 "S42A"
"7036" 69600 "603" "703601" 33 "S42A"
"7036" 69600 "603" "703602" 0 "S42A"
"7036" 69600 "603" "703603" 0 "S42A"
"7036" 69900 "603" "703600" 44 "S42A"
"7036" 69900 "603" "703601" 42 "S42A"
"7036" 69900 "603" "703602" 0 "S42A"
"7036" 69900 "603" "703603" 0 "S42A"
"7192" 63000 "130" "719200" 15 "ERP63A"
"7192" 63000 "130" "719201" 16 "ERP63A"
"7192" 63000 "130" "719202" NA "ERP63A"
"7192" 63000 "130" "719203" NA "ERP63A"
"7192" 63000 "130" "719204" NA "ERP63A"
"7192" 63000 "130" "719200" 15 "ERP63A"
"7192" 63000 "130" "719201" 16 "ERP63A"
"7192" 63000 "130" "719202" NA "ERP63A"
